pid,time,latency,contributorsize,ageAtActions,total_commit,total_nonemerge_commit,interventionTRUE,time_after_intervention,language
135201145,13,119.085,172,21,7907,5904,1,1,Rust
135201145,14,142.102,172,21,7907,5904,1,2,Rust
135201145,15,218.511,172,21,7907,5904,1,3,Rust
135201145,16,202.444,172,21,7907,5904,1,4,Rust
135201145,17,175.238,172,21,7907,5904,1,5,Rust
135201145,18,56.5044,172,21,7907,5904,1,6,Rust
135201145,19,98.7903,172,21,7907,5904,1,7,Rust
135201145,20,79.6848,172,21,7907,5904,1,8,Rust
135201145,21,107.987,172,21,7907,5904,1,9,Rust
135201145,22,139.681,172,21,7907,5904,1,10,Rust
135201145,23,97.0053,172,21,7907,5904,1,11,Rust
135201145,24,106.086,172,21,7907,5904,1,12,Rust
1357796,1,455.173,394,111,22214,20332,0,0,C++
1357796,2,371.896,394,111,22214,20332,0,0,C++
1357796,3,285.855,394,111,22214,20332,0,0,C++
1357796,4,319.331,394,111,22214,20332,0,0,C++
1357796,5,241.078,394,111,22214,20332,0,0,C++
1357796,6,606.869,394,111,22214,20332,0,0,C++
1357796,7,209.842,394,111,22214,20332,0,0,C++
1357796,8,127.925,394,111,22214,20332,0,0,C++
1357796,9,246.83,394,111,22214,20332,0,0,C++
1357796,10,297.198,394,111,22214,20332,0,0,C++
1357796,11,390.988,394,111,22214,20332,0,0,C++
1357796,12,326.846,394,111,22214,20332,0,0,C++
1357796,13,237.647,394,111,22214,20332,1,1,C++
1357796,14,206.81,394,111,22214,20332,1,2,C++
1357796,15,117.006,394,111,22214,20332,1,3,C++
1357796,16,64.2559,394,111,22214,20332,1,4,C++
1357796,17,118.902,394,111,22214,20332,1,5,C++
1357796,18,72.2731,394,111,22214,20332,1,6,C++
1357796,19,100.415,394,111,22214,20332,1,7,C++
1357796,20,98.3512,394,111,22214,20332,1,8,C++
1357796,21,145.781,394,111,22214,20332,1,9,C++
1357796,22,83.7087,394,111,22214,20332,1,10,C++
1357796,23,102.542,394,111,22214,20332,1,11,C++
1357796,24,18.9233,394,111,22214,20332,1,12,C++
135989792,1,181.907,246,20,7916,7143,0,0,JavaScript
135989792,2,56.5119,246,20,7916,7143,0,0,JavaScript
135989792,3,125.217,246,20,7916,7143,0,0,JavaScript
135989792,4,137.532,246,20,7916,7143,0,0,JavaScript
135989792,5,244.351,246,20,7916,7143,0,0,JavaScript
135989792,6,471.97,246,20,7916,7143,0,0,JavaScript
135989792,7,127.337,246,20,7916,7143,0,0,JavaScript
135989792,8,53.6545,246,20,7916,7143,0,0,JavaScript
135989792,9,135.207,246,20,7916,7143,0,0,JavaScript
135989792,10,609.137,246,20,7916,7143,0,0,JavaScript
135989792,11,375.981,246,20,7916,7143,0,0,JavaScript
135989792,12,102.067,246,20,7916,7143,0,0,JavaScript
135989792,13,146.313,246,20,7916,7143,1,1,JavaScript
135989792,14,289.005,246,20,7916,7143,1,2,JavaScript
135989792,15,121.091,246,20,7916,7143,1,3,JavaScript
135989792,16,332.304,246,20,7916,7143,1,4,JavaScript
135989792,17,89.8333,246,20,7916,7143,1,5,JavaScript
135989792,18,63.608,246,20,7916,7143,1,6,JavaScript
135989792,19,213.32,246,20,7916,7143,1,7,JavaScript
135989792,20,58.4824,246,20,7916,7143,1,8,JavaScript
135989792,21,87.2857,246,20,7916,7143,1,9,JavaScript
135989792,22,42.5882,246,20,7916,7143,1,10,JavaScript
135989792,23,25.313,246,20,7916,7143,1,11,JavaScript
135989792,24,33.8148,246,20,7916,7143,1,12,JavaScript
136265021,1,357.35,72,21,624,543,0,0,Python
136265021,2,96.58,72,21,624,543,0,0,Python
136265021,3,1556.5,72,21,624,543,0,0,Python
136265021,4,335.2,72,21,624,543,0,0,Python
136265021,5,217.625,72,21,624,543,0,0,Python
136265021,6,722.75,72,21,624,543,0,0,Python
136265021,7,220.554,72,21,624,543,0,0,Python
136265021,8,191.646,72,21,624,543,0,0,Python
136265021,9,541.567,72,21,624,543,0,0,Python
136265021,10,663.48,72,21,624,543,0,0,Python
136265021,11,432.222,72,21,624,543,0,0,Python
136265021,12,363.714,72,21,624,543,0,0,Python
136265021,13,740.833,72,21,624,543,1,1,Python
136265021,14,297.667,72,21,624,543,1,2,Python
136265021,15,1000.01,72,21,624,543,1,3,Python
136265021,16,772.42,72,21,624,543,1,4,Python
136265021,17,15.1833,72,21,624,543,1,5,Python
136265021,18,295.25,72,21,624,543,1,6,Python
136265021,19,190.4,72,21,624,543,1,7,Python
136265021,20,467.75,72,21,624,543,1,8,Python
136265021,21,52.1444,72,21,624,543,1,9,Python
136265021,22,125.667,72,21,624,543,1,10,Python
136265021,23,11,72,21,624,543,1,11,Python
136265021,24,111.25,72,21,624,543,1,12,Python
136401408,1,240.214,184,19,544,482,0,0,HCL
136401408,2,116.824,184,19,544,482,0,0,HCL
136401408,3,98.9,184,19,544,482,0,0,HCL
136401408,4,215.6,184,19,544,482,0,0,HCL
136401408,5,631.339,184,19,544,482,0,0,HCL
136401408,6,84.8111,184,19,544,482,0,0,HCL
136401408,7,284.073,184,19,544,482,0,0,HCL
136401408,8,77.1692,184,19,544,482,0,0,HCL
136401408,9,559.235,184,19,544,482,0,0,HCL
136401408,10,145.64,184,19,544,482,0,0,HCL
136401408,11,166.011,184,19,544,482,0,0,HCL
136401408,12,168,184,19,544,482,0,0,HCL
136401408,13,307.86,184,19,544,482,1,1,HCL
136401408,14,165.214,184,19,544,482,1,2,HCL
136401408,15,72.641,184,19,544,482,1,3,HCL
136401408,16,97.44,184,19,544,482,1,4,HCL
136401408,17,370.435,184,19,544,482,1,5,HCL
136401408,18,182.862,184,19,544,482,1,6,HCL
136401408,19,339.729,184,19,544,482,1,7,HCL
136401408,20,345.1,184,19,544,482,1,8,HCL
136401408,21,530.167,184,19,544,482,1,9,HCL
136401408,22,217.109,184,19,544,482,1,10,HCL
136401408,23,422.215,184,19,544,482,1,11,HCL
136401408,24,538.2,184,19,544,482,1,12,HCL
136463760,1,2329,43,21,1336,1120,0,0,TypeScript
136463760,2,62.8333,43,21,1336,1120,0,0,TypeScript
136463760,3,63.0333,43,21,1336,1120,0,0,TypeScript
136463760,4,246.169,43,21,1336,1120,0,0,TypeScript
136463760,5,48.6312,43,21,1336,1120,0,0,TypeScript
136463760,6,564.344,43,21,1336,1120,0,0,TypeScript
136463760,7,163.6,43,21,1336,1120,0,0,TypeScript
136463760,8,780.667,43,21,1336,1120,0,0,TypeScript
136463760,9,38,43,21,1336,1120,0,0,TypeScript
136463760,10,29.525,43,21,1336,1120,0,0,TypeScript
136463760,11,215.029,43,21,1336,1120,0,0,TypeScript
136463760,12,119.45,43,21,1336,1120,0,0,TypeScript
136463760,13,1823.79,43,21,1336,1120,1,1,TypeScript
136463760,14,197.1,43,21,1336,1120,1,2,TypeScript
136463760,15,86.6154,43,21,1336,1120,1,3,TypeScript
136463760,16,253.672,43,21,1336,1120,1,4,TypeScript
136463760,17,220.083,43,21,1336,1120,1,5,TypeScript
136463760,18,351.645,43,21,1336,1120,1,6,TypeScript
136463760,19,126.611,43,21,1336,1120,1,7,TypeScript
136463760,20,183.005,43,21,1336,1120,1,8,TypeScript
136463760,21,188.7,43,21,1336,1120,1,9,TypeScript
136463760,22,237.857,43,21,1336,1120,1,10,TypeScript
136463760,23,207.429,43,21,1336,1120,1,11,TypeScript
136463760,24,63.9357,43,21,1336,1120,1,12,TypeScript
136815833,1,557.9,56,19,562,561,0,0,Go
136815833,2,802.664,56,19,562,561,0,0,Go
136815833,3,12.025,56,19,562,561,0,0,Go
136815833,4,79.1111,56,19,562,561,0,0,Go
136815833,5,731.75,56,19,562,561,0,0,Go
136815833,6,9.82,56,19,562,561,0,0,Go
136815833,7,37.9222,56,19,562,561,0,0,Go
136815833,8,27.0333,56,19,562,561,0,0,Go
136815833,9,216.287,56,19,562,561,0,0,Go
136815833,10,89.3556,56,19,562,561,0,0,Go
136815833,11,166.273,56,19,562,561,0,0,Go
136815833,12,1608,56,19,562,561,0,0,Go
136815833,13,296.513,56,19,562,561,1,1,Go
136815833,14,1204,56,19,562,561,1,2,Go
136815833,15,192.25,56,19,562,561,1,3,Go
136815833,16,343.192,56,19,562,561,1,4,Go
136815833,17,21.7286,56,19,562,561,1,5,Go
136815833,18,7.025,56,19,562,561,1,6,Go
136815833,19,385.147,56,19,562,561,1,7,Go
136815833,20,371.229,56,19,562,561,1,8,Go
136815833,21,117.81,56,19,562,561,1,9,Go
136815833,22,5,56,19,562,561,1,10,Go
136815833,23,1046.82,56,19,562,561,1,11,Go
136815833,24,374,56,19,562,561,1,12,Go
137128945,1,53.7308,46,19,811,518,0,0,JavaScript
137128945,2,31,46,19,811,518,0,0,JavaScript
137128945,3,322.344,46,19,811,518,0,0,JavaScript
137128945,4,100.286,46,19,811,518,0,0,JavaScript
137128945,5,1425,46,19,811,518,0,0,JavaScript
137128945,6,1374.53,46,19,811,518,0,0,JavaScript
137128945,7,42,46,19,811,518,0,0,JavaScript
137128945,8,1176,46,19,811,518,0,0,JavaScript
137128945,9,165,46,19,811,518,0,0,JavaScript
137128945,10,92.8,46,19,811,518,0,0,JavaScript
137128945,11,67.9286,46,19,811,518,0,0,JavaScript
137128945,12,221.457,46,19,811,518,0,0,JavaScript
137128945,13,117.543,46,19,811,518,1,1,JavaScript
137128945,14,38.7686,46,19,811,518,1,2,JavaScript
137128945,15,32.7297,46,19,811,518,1,3,JavaScript
137128945,16,37.0102,46,19,811,518,1,4,JavaScript
137128945,17,27.231,46,19,811,518,1,5,JavaScript
137128945,18,5.73462,46,19,811,518,1,6,JavaScript
137128945,19,109.143,46,19,811,518,1,7,JavaScript
137128945,20,471.676,46,19,811,518,1,8,JavaScript
137128945,21,36.6481,46,19,811,518,1,9,JavaScript
137128945,22,21.6071,46,19,811,518,1,10,JavaScript
137128945,23,497.097,46,19,811,518,1,11,JavaScript
137128945,24,985.638,46,19,811,518,1,12,JavaScript
137503442,1,78.8,338,19,40000,39987,0,0,Shell
137503442,2,42.7706,338,19,40000,39987,0,0,Shell
137503442,3,68.732,338,19,40000,39987,0,0,Shell
137503442,4,50.904,338,19,40000,39987,0,0,Shell
137503442,5,119.243,338,19,40000,39987,0,0,Shell
137503442,6,183.125,338,19,40000,39987,0,0,Shell
137503442,7,108.838,338,19,40000,39987,0,0,Shell
137503442,8,189.714,338,19,40000,39987,0,0,Shell
137503442,9,258.393,338,19,40000,39987,0,0,Shell
137503442,10,209.525,338,19,40000,39987,0,0,Shell
137503442,11,211.314,338,19,40000,39987,0,0,Shell
137503442,12,156.142,338,19,40000,39987,0,0,Shell
137503442,13,177.202,338,19,40000,39987,1,1,Shell
137503442,14,164.771,338,19,40000,39987,1,2,Shell
137503442,15,195.069,338,19,40000,39987,1,3,Shell
137503442,16,631.436,338,19,40000,39987,1,4,Shell
137503442,17,196.733,338,19,40000,39987,1,5,Shell
137503442,18,315.948,338,19,40000,39987,1,6,Shell
137503442,19,294.621,338,19,40000,39987,1,7,Shell
137503442,20,241.028,338,19,40000,39987,1,8,Shell
137503442,21,198.206,338,19,40000,39987,1,9,Shell
137503442,22,240.095,338,19,40000,39987,1,10,Shell
137503442,23,197.447,338,19,40000,39987,1,11,Shell
137503442,24,98.5575,338,19,40000,39987,1,12,Shell
13753636,1,202.012,307,76,29690,21616,0,0,JavaScript
13753636,2,168.655,307,76,29690,21616,0,0,JavaScript
13753636,3,110.949,307,76,29690,21616,0,0,JavaScript
13753636,4,111.731,307,76,29690,21616,0,0,JavaScript
13753636,5,238.3,307,76,29690,21616,0,0,JavaScript
13753636,6,110.834,307,76,29690,21616,0,0,JavaScript
13753636,7,375.61,307,76,29690,21616,0,0,JavaScript
13753636,8,374.097,307,76,29690,21616,0,0,JavaScript
13753636,9,299.662,307,76,29690,21616,0,0,JavaScript
13753636,10,316.097,307,76,29690,21616,0,0,JavaScript
13753636,11,357.084,307,76,29690,21616,0,0,JavaScript
13753636,12,149.723,307,76,29690,21616,0,0,JavaScript
13753636,13,356.092,307,76,29690,21616,1,1,JavaScript
13753636,14,264.286,307,76,29690,21616,1,2,JavaScript
13753636,15,187.433,307,76,29690,21616,1,3,JavaScript
13753636,16,144.655,307,76,29690,21616,1,4,JavaScript
13753636,17,210.46,307,76,29690,21616,1,5,JavaScript
13753636,18,160.802,307,76,29690,21616,1,6,JavaScript
13753636,19,33.243,307,76,29690,21616,1,7,JavaScript
13753636,20,96.084,307,76,29690,21616,1,8,JavaScript
13753636,21,97.3766,307,76,29690,21616,1,9,JavaScript
13753636,22,120.058,307,76,29690,21616,1,10,JavaScript
13753636,23,96.6769,307,76,29690,21616,1,11,JavaScript
13753636,24,37.582,307,76,29690,21616,1,12,JavaScript
137724480,1,385.759,325,22,2677,2549,0,0,Haskell
137724480,2,472.082,325,22,2677,2549,0,0,Haskell
137724480,3,290.436,325,22,2677,2549,0,0,Haskell
137724480,4,611.592,325,22,2677,2549,0,0,Haskell
137724480,5,876.156,325,22,2677,2549,0,0,Haskell
137724480,6,620.924,325,22,2677,2549,0,0,Haskell
137724480,7,476.095,325,22,2677,2549,0,0,Haskell
137724480,8,438.95,325,22,2677,2549,0,0,Haskell
137724480,9,830.204,325,22,2677,2549,0,0,Haskell
137724480,10,436.935,325,22,2677,2549,0,0,Haskell
137724480,11,753.335,325,22,2677,2549,0,0,Haskell
137724480,12,358.492,325,22,2677,2549,0,0,Haskell
137724480,13,535.536,325,22,2677,2549,1,1,Haskell
137724480,14,417.83,325,22,2677,2549,1,2,Haskell
137724480,15,248.215,325,22,2677,2549,1,3,Haskell
137724480,16,355.097,325,22,2677,2549,1,4,Haskell
137724480,17,464.877,325,22,2677,2549,1,5,Haskell
137724480,18,502.245,325,22,2677,2549,1,6,Haskell
137724480,19,561.423,325,22,2677,2549,1,7,Haskell
137724480,20,577.848,325,22,2677,2549,1,8,Haskell
137724480,21,668.708,325,22,2677,2549,1,9,Haskell
137724480,22,10.55,325,22,2677,2549,1,10,Haskell
137724480,23,87.1857,325,22,2677,2549,1,11,Haskell
137724480,24,216,325,22,2677,2549,1,12,Haskell
13816197,1,91,65,76,4715,3820,0,0,Haxe
13816197,2,178.25,65,76,4715,3820,0,0,Haxe
13816197,3,858.917,65,76,4715,3820,0,0,Haxe
13816197,4,305.157,65,76,4715,3820,0,0,Haxe
13816197,5,330.4,65,76,4715,3820,0,0,Haxe
13816197,6,56.2,65,76,4715,3820,0,0,Haxe
13816197,7,179.875,65,76,4715,3820,0,0,Haxe
13816197,8,220.925,65,76,4715,3820,0,0,Haxe
13816197,9,126.387,65,76,4715,3820,0,0,Haxe
13816197,10,83.6455,65,76,4715,3820,0,0,Haxe
13816197,11,1456.31,65,76,4715,3820,0,0,Haxe
13816197,12,376.667,65,76,4715,3820,0,0,Haxe
13816197,13,0.1,65,76,4715,3820,1,1,Haxe
13816197,14,6.55,65,76,4715,3820,1,2,Haxe
13816197,15,9,65,76,4715,3820,1,3,Haxe
13816197,16,855.7,65,76,4715,3820,1,4,Haxe
13816197,17,78.9111,65,76,4715,3820,1,5,Haxe
13816197,18,5.66667,65,76,4715,3820,1,6,Haxe
13816197,19,104,65,76,4715,3820,1,7,Haxe
13816197,20,47.06,65,76,4715,3820,1,8,Haxe
13816197,21,20.6667,65,76,4715,3820,1,9,Haxe
13816197,22,50.525,65,76,4715,3820,1,10,Haxe
13816197,23,9.33333,65,76,4715,3820,1,11,Haxe
13816197,24,54.02,65,76,4715,3820,1,12,Haxe
138224079,1,348.148,71,19,1293,1222,0,0,Python
138224079,2,373.557,71,19,1293,1222,0,0,Python
138224079,3,638.424,71,19,1293,1222,0,0,Python
138224079,4,614,71,19,1293,1222,0,0,Python
138224079,5,46.2846,71,19,1293,1222,0,0,Python
138224079,6,68.9769,71,19,1293,1222,0,0,Python
138224079,7,572.162,71,19,1293,1222,0,0,Python
138224079,8,944.364,71,19,1293,1222,0,0,Python
138224079,9,119.488,71,19,1293,1222,0,0,Python
138224079,10,143.244,71,19,1293,1222,0,0,Python
138224079,11,13.9412,71,19,1293,1222,0,0,Python
138224079,12,30.5714,71,19,1293,1222,0,0,Python
138224079,13,242.355,71,19,1293,1222,1,1,Python
138224079,14,87.8379,71,19,1293,1222,1,2,Python
138224079,15,74.8333,71,19,1293,1222,1,3,Python
138224079,16,129.032,71,19,1293,1222,1,4,Python
138224079,17,168.807,71,19,1293,1222,1,5,Python
138224079,18,322.137,71,19,1293,1222,1,6,Python
138224079,19,154.395,71,19,1293,1222,1,7,Python
138224079,20,285.441,71,19,1293,1222,1,8,Python
138224079,21,200.542,71,19,1293,1222,1,9,Python
138224079,22,146.262,71,19,1293,1222,1,10,Python
138224079,23,134.477,71,19,1293,1222,1,11,Python
138224079,24,184.77,71,19,1293,1222,1,12,Python
13836499,1,30.55,188,76,4664,4191,0,0,C
13836499,2,29.3643,188,76,4664,4191,0,0,C
13836499,3,131.721,188,76,4664,4191,0,0,C
13836499,4,133.683,188,76,4664,4191,0,0,C
13836499,5,10.0867,188,76,4664,4191,0,0,C
13836499,6,7.48636,188,76,4664,4191,0,0,C
13836499,7,134.333,188,76,4664,4191,0,0,C
13836499,8,5.50833,188,76,4664,4191,0,0,C
13836499,9,28.28,188,76,4664,4191,0,0,C
13836499,10,171.281,188,76,4664,4191,0,0,C
13836499,11,15.85,188,76,4664,4191,0,0,C
13836499,12,90.8714,188,76,4664,4191,0,0,C
13836499,13,20.1714,188,76,4664,4191,1,1,C
13836499,14,60.1556,188,76,4664,4191,1,2,C
13836499,15,8.6125,188,76,4664,4191,1,3,C
13836499,16,61.7167,188,76,4664,4191,1,4,C
13836499,17,21.6714,188,76,4664,4191,1,5,C
13836499,18,254.82,188,76,4664,4191,1,6,C
13836499,19,204.157,188,76,4664,4191,1,7,C
13836499,20,41.2444,188,76,4664,4191,1,8,C
13836499,21,50.6133,188,76,4664,4191,1,9,C
13836499,22,52.3333,188,76,4664,4191,1,10,C
13836499,23,19.4417,188,76,4664,4191,1,11,C
13836499,24,82.7611,188,76,4664,4191,1,12,C
1385122,1,640.28,426,111,38072,27405,0,0,Python
1385122,2,381.176,426,111,38072,27405,0,0,Python
1385122,3,245.1,426,111,38072,27405,0,0,Python
1385122,4,552.867,426,111,38072,27405,0,0,Python
1385122,5,503.37,426,111,38072,27405,0,0,Python
1385122,6,738.204,426,111,38072,27405,0,0,Python
1385122,7,792.514,426,111,38072,27405,0,0,Python
1385122,8,805.396,426,111,38072,27405,0,0,Python
1385122,9,500.765,426,111,38072,27405,0,0,Python
1385122,10,419.669,426,111,38072,27405,0,0,Python
1385122,11,428.533,426,111,38072,27405,0,0,Python
1385122,12,280.953,426,111,38072,27405,0,0,Python
1385122,13,251.314,426,111,38072,27405,1,1,Python
1385122,14,356.189,426,111,38072,27405,1,2,Python
1385122,15,233.54,426,111,38072,27405,1,3,Python
1385122,16,206.279,426,111,38072,27405,1,4,Python
1385122,17,239.067,426,111,38072,27405,1,5,Python
1385122,18,227.94,426,111,38072,27405,1,6,Python
1385122,19,224.474,426,111,38072,27405,1,7,Python
1385122,20,212.088,426,111,38072,27405,1,8,Python
1385122,21,169.694,426,111,38072,27405,1,9,Python
1385122,22,90.6641,426,111,38072,27405,1,10,Python
1385122,23,103.634,426,111,38072,27405,1,11,Python
1385122,24,37.1276,426,111,38072,27405,1,12,Python
138646782,1,127.256,69,19,3381,3287,0,0,C#
138646782,2,205.301,69,19,3381,3287,0,0,C#
138646782,3,64.6308,69,19,3381,3287,0,0,C#
138646782,4,92.6457,69,19,3381,3287,0,0,C#
138646782,5,86.7891,69,19,3381,3287,0,0,C#
138646782,6,150.958,69,19,3381,3287,0,0,C#
138646782,7,352.982,69,19,3381,3287,0,0,C#
138646782,8,83.325,69,19,3381,3287,0,0,C#
138646782,9,233.402,69,19,3381,3287,0,0,C#
138646782,10,303.274,69,19,3381,3287,0,0,C#
138646782,11,227.88,69,19,3381,3287,0,0,C#
138646782,12,178.859,69,19,3381,3287,0,0,C#
138646782,13,145.748,69,19,3381,3287,1,1,C#
138646782,14,142.922,69,19,3381,3287,1,2,C#
138646782,15,216.332,69,19,3381,3287,1,3,C#
138646782,16,370.126,69,19,3381,3287,1,4,C#
138646782,17,322.241,69,19,3381,3287,1,5,C#
138646782,18,202.317,69,19,3381,3287,1,6,C#
138646782,19,192.344,69,19,3381,3287,1,7,C#
138646782,20,154.212,69,19,3381,3287,1,8,C#
138646782,21,211.59,69,19,3381,3287,1,9,C#
138646782,22,111.045,69,19,3381,3287,1,10,C#
138646782,23,43.632,69,19,3381,3287,1,11,C#
138646782,24,131.591,69,19,3381,3287,1,12,C#
138754790,1,111.886,57,21,6662,5590,0,0,C++
138754790,2,176.413,57,21,6662,5590,0,0,C++
138754790,3,16.31,57,21,6662,5590,0,0,C++
138754790,4,13.5,57,21,6662,5590,0,0,C++
138754790,5,7.52,57,21,6662,5590,0,0,C++
138754790,6,99.4167,57,21,6662,5590,0,0,C++
138754790,7,71.925,57,21,6662,5590,0,0,C++
138754790,8,70.8923,57,21,6662,5590,0,0,C++
138754790,9,291.318,57,21,6662,5590,0,0,C++
138754790,10,38.3077,57,21,6662,5590,0,0,C++
138754790,11,45.5833,57,21,6662,5590,0,0,C++
138754790,12,26.2667,57,21,6662,5590,0,0,C++
138754790,13,19.0913,57,21,6662,5590,1,1,C++
138754790,14,31.2362,57,21,6662,5590,1,2,C++
138754790,15,14.4769,57,21,6662,5590,1,3,C++
138754790,16,64.0595,57,21,6662,5590,1,4,C++
138754790,17,50.0256,57,21,6662,5590,1,5,C++
138754790,18,34.2062,57,21,6662,5590,1,6,C++
138754790,19,72.5439,57,21,6662,5590,1,7,C++
138754790,20,84.2237,57,21,6662,5590,1,8,C++
138754790,21,41.6879,57,21,6662,5590,1,9,C++
138754790,22,113.167,57,21,6662,5590,1,10,C++
138754790,23,65.1765,57,21,6662,5590,1,11,C++
138754790,24,48.8298,57,21,6662,5590,1,12,C++
138776049,1,281.344,235,21,6324,5764,0,0,Ruby
138776049,2,270.571,235,21,6324,5764,0,0,Ruby
138776049,3,95.1454,235,21,6324,5764,0,0,Ruby
138776049,4,48.9258,235,21,6324,5764,0,0,Ruby
138776049,5,44.2341,235,21,6324,5764,0,0,Ruby
138776049,6,67.881,235,21,6324,5764,0,0,Ruby
138776049,7,59.9552,235,21,6324,5764,0,0,Ruby
138776049,8,66.4179,235,21,6324,5764,0,0,Ruby
138776049,9,44.6887,235,21,6324,5764,0,0,Ruby
138776049,10,91.0043,235,21,6324,5764,0,0,Ruby
138776049,11,88.3654,235,21,6324,5764,0,0,Ruby
138776049,12,69.1535,235,21,6324,5764,0,0,Ruby
138776049,13,113.601,235,21,6324,5764,1,1,Ruby
138776049,14,74.0475,235,21,6324,5764,1,2,Ruby
138776049,15,118.902,235,21,6324,5764,1,3,Ruby
138776049,16,328.714,235,21,6324,5764,1,4,Ruby
138776049,17,263.618,235,21,6324,5764,1,5,Ruby
138776049,18,493.461,235,21,6324,5764,1,6,Ruby
138776049,19,608.348,235,21,6324,5764,1,7,Ruby
138776049,20,357.999,235,21,6324,5764,1,8,Ruby
138776049,21,214.95,235,21,6324,5764,1,9,Ruby
138776049,22,181.836,235,21,6324,5764,1,10,Ruby
138776049,23,104.808,235,21,6324,5764,1,11,Ruby
138776049,24,80.4764,235,21,6324,5764,1,12,Ruby
139021428,1,54.7222,16,19,403,351,0,0,Rust
139021428,2,57.2961,16,19,403,351,0,0,Rust
139021428,3,84.5667,16,19,403,351,0,0,Rust
139021428,4,96.303,16,19,403,351,0,0,Rust
139021428,5,113.957,16,19,403,351,0,0,Rust
139021428,6,70.5517,16,19,403,351,0,0,Rust
139021428,7,58.1538,16,19,403,351,0,0,Rust
139021428,8,60.3333,16,19,403,351,0,0,Rust
139021428,9,62.2941,16,19,403,351,0,0,Rust
139021428,10,90.5,16,19,403,351,0,0,Rust
139021428,11,191.588,16,19,403,351,0,0,Rust
139021428,12,193.6,16,19,403,351,0,0,Rust
139021428,13,298,16,19,403,351,1,1,Rust
139021428,14,567.455,16,19,403,351,1,2,Rust
139021428,15,268.882,16,19,403,351,1,3,Rust
139021428,16,137.562,16,19,403,351,1,4,Rust
139021428,17,280.8,16,19,403,351,1,5,Rust
139021428,18,516.087,16,19,403,351,1,6,Rust
139021428,19,341.073,16,19,403,351,1,7,Rust
139021428,20,285.3,16,19,403,351,1,8,Rust
139021428,21,139.667,16,19,403,351,1,9,Rust
139021428,22,846.5,16,19,403,351,1,10,Rust
139021428,23,1562.71,16,19,403,351,1,11,Rust
139021428,24,903.5,16,19,403,351,1,12,Rust
139022359,1,37.3533,41,19,1112,754,0,0,JavaScript
139022359,2,223.917,41,19,1112,754,0,0,JavaScript
139022359,3,417.2,41,19,1112,754,0,0,JavaScript
139022359,4,607.364,41,19,1112,754,0,0,JavaScript
139022359,5,318.721,41,19,1112,754,0,0,JavaScript
139022359,6,80,41,19,1112,754,0,0,JavaScript
139022359,7,876.7,41,19,1112,754,0,0,JavaScript
139022359,8,1058.47,41,19,1112,754,0,0,JavaScript
139022359,9,384.624,41,19,1112,754,0,0,JavaScript
139022359,10,2422.67,41,19,1112,754,0,0,JavaScript
139022359,11,1215.33,41,19,1112,754,0,0,JavaScript
139022359,12,649.5,41,19,1112,754,0,0,JavaScript
139022359,13,375.345,41,19,1112,754,1,1,JavaScript
139022359,14,264.29,41,19,1112,754,1,2,JavaScript
139022359,15,247.932,41,19,1112,754,1,3,JavaScript
139022359,16,275.516,41,19,1112,754,1,4,JavaScript
139022359,17,93.96,41,19,1112,754,1,5,JavaScript
139022359,18,171.525,41,19,1112,754,1,6,JavaScript
139022359,19,416.643,41,19,1112,754,1,7,JavaScript
139022359,20,1003.48,41,19,1112,754,1,8,JavaScript
139022359,21,505.938,41,19,1112,754,1,9,JavaScript
139022359,22,242.85,41,19,1112,754,1,10,JavaScript
139022359,23,331.917,41,19,1112,754,1,11,JavaScript
139022359,24,113.829,41,19,1112,754,1,12,JavaScript
13926404,1,377.512,318,77,7205,5717,0,0,Python
13926404,2,505.033,318,77,7205,5717,0,0,Python
13926404,3,603.45,318,77,7205,5717,0,0,Python
13926404,4,388.537,318,77,7205,5717,0,0,Python
13926404,5,817.208,318,77,7205,5717,0,0,Python
13926404,6,413.359,318,77,7205,5717,0,0,Python
13926404,7,291.882,318,77,7205,5717,0,0,Python
13926404,8,618.522,318,77,7205,5717,0,0,Python
13926404,9,304.323,318,77,7205,5717,0,0,Python
13926404,10,263.133,318,77,7205,5717,0,0,Python
13926404,11,427.031,318,77,7205,5717,0,0,Python
13926404,12,88.625,318,77,7205,5717,0,0,Python
13926404,13,437.447,318,77,7205,5717,1,1,Python
13926404,14,252.08,318,77,7205,5717,1,2,Python
13926404,15,202.13,318,77,7205,5717,1,3,Python
13926404,16,273.408,318,77,7205,5717,1,4,Python
13926404,17,143.969,318,77,7205,5717,1,5,Python
13926404,18,234.678,318,77,7205,5717,1,6,Python
13926404,19,364.956,318,77,7205,5717,1,7,Python
13926404,20,160.37,318,77,7205,5717,1,8,Python
13926404,21,382.532,318,77,7205,5717,1,9,Python
13926404,22,389.6,318,77,7205,5717,1,10,Python
13926404,23,363.196,318,77,7205,5717,1,11,Python
13926404,24,362.45,318,77,7205,5717,1,12,Python
139910229,1,2176.76,434,18,10036,9998,0,0,JavaScript
139910229,2,1006.62,434,18,10036,9998,0,0,JavaScript
139910229,3,3960.25,434,18,10036,9998,0,0,JavaScript
139910229,4,2125.68,434,18,10036,9998,0,0,JavaScript
139910229,5,5672.89,434,18,10036,9998,0,0,JavaScript
139910229,6,740.75,434,18,10036,9998,0,0,JavaScript
139910229,7,116.5,434,18,10036,9998,0,0,JavaScript
139910229,8,1335.43,434,18,10036,9998,0,0,JavaScript
139910229,9,1071,434,18,10036,9998,0,0,JavaScript
